url,httpStatusCode
https://www.c-span.org/search/?personid%5b%5d=37386&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?430710-1%2fqa-mark-bowden,301
https://www.c-span.org/classroom/constitutionclips/,200
https://www.c-span.org/video/?437338-4%2fpresident-andrew-johnsons-legacy,301
https://www.c-span.org/video/?439491-1%2fqa-bill-james,301
https://www.c-span.org/video/?440815-2%2frichard-cole-west-point-oral-history-interview,301
https://www.c-span.org/video/?439710-1%2fqa-doug-mills,301
https://www.c-span.org/classroom/search/?topicids%5b%5d=44,200
https://www.c-span.org/video/?439633-1%2fsupreme-court-justices-pre-civil-war-slavery,301
https://www.c-span.org/video/?438628-2%2fqa-aj-baime,301
https://www.c-span.org/series/?thecivilwar,200
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=30&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?436969-1%2fpolitical-theory-early-republic,301
https://www.c-span.org/video/?c4712266%2fbill-clinton,301
https://www.c-span.org/person/?carletonfiorina,200
https://www.c-span.org/video/?439569-1%2fmark-twain-virginia-roots,301
https://www.c-span.org/person/?donaldtrump,200
https://www.c-span.org/video/?441233-2%2fnews-conference-representative-conaway,301
https://www.c-span.org/video/?c4714911%2fclip,301
https://www.c-span.org/search/?personid%5b%5d=82727&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/congress/committees/?chamber=house,200
https://www.c-span.org/congress/bills/bill/?115%2fhr3122,200
https://www.c-span.org/video/?439243-3%2frichard-nixons-legacy,301
https://www.c-span.org/classroom/copyright/,200
https://www.c-span.org/video/?440630-1%2fken-carlson-west-point-interview,301
https://www.c-span.org/classroom/login/?redir=classroom%2fdocument%2f%3f7443,200
https://www.c-span.org/search/?formatid%5b%5d=13&searchtype=videos&sort=newest,200
https://www.c-span.org/search/?personid%5b%5d=1002800&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?438740-1%2fqa-noah-feldman,301
https://www.c-span.org/series/?lecturesinhistory,200
https://www.c-span.org/series/print/?date=2018-02-20%2018%3a16%3a10&series=30,200
https://www.c-span.org/series/?booktv,200
https://www.c-span.org/video/?440756-1,301
https://www.c-span.org/video/?c4714207%2fdoug-mills-switches-sony-a9,301
https://www.c-span.org/person/?lincolnchafee,200
https://www.c-span.org/series/?thepresidency,200
https://www.c-span.org/search/?searchtype=clips&seriesid%5b%5d=30&sort=trending,200
https://www.c-span.org/blog/?4141%2fprime-time-schedule-presidents-day-week-february-1923-2018,301
https://www.c-span.org/convention/?party=rnc,200
https://www.c-span.org/search/?edate=11%2f08%2f2016&formatid%5b%5d=18&sdate=07%2f01%2f2016&searchtype=videos&sort=most%2brecent%2bevent&tagid%5b%5d=294&text=0,200
https://www.c-span.org/series/?oralhistories,200
https://www.c-span.org/series/print/?date=2018-02-20&series=91,200
https://www.c-span.org/search/?formatid%5b%5d=25&searchtype=videos&sort=newest,200
https://www.c-span.org/video/?437854-1%2fqa-hendrik-meijer,301
https://www.c-span.org/classroom/login/?redir=%2fclassroom%2fdocument%2f%3f7659,200
https://www.c-span.org/classroom/login/?redir=%2fclassroom%2fdocument%2f%3f7655,200
https://www.c-span.org/person/?marcfeldman,200
https://www.c-span.org/video/?c4714645%2fmepp-crisis,301
https://www.c-span.org/video/?c4714590%2frk-mulvaney-2-14,301
https://www.c-span.org/video/?1468-1%2fstate-conservative-movement,301
